city,city_ascii,lat,lng,country,iso2,iso3,admin_name,capital,population,id
Mumbai,Mumbai,19.0758,72.8775,India,IN,IND,Mahārāshtra,admin,24973000,1356226629
Kolkāta,Kolkata,22.5675,88.37,India,IN,IND,West Bengal,admin,21747000,1356060520
Delhi,Delhi,28.66,77.23,India,IN,IND,Delhi,admin,16349831,1356872604
Chennai,Chennai,13.0825,80.275,India,IN,IND,Tamil Nādu,admin,12395000,1356374944
Bangalore,Bangalore,12.9791,77.5913,India,IN,IND,Karnātaka,admin,10456000,1356410365
Ahmedabad,Ahmedabad,23.0219,72.5797,India,IN,IND,Gujarāt,minor,9272670,1356304381
Pune,Pune,18.5211,73.8553,India,IN,IND,Mahārāshtra,,8231000,1356081074
Hyderābād,Hyderabad,17.3617,78.4747,India,IN,IND,Telangāna,admin,7677018,1356871768
Sūrat,Surat,21.205,72.84,India,IN,IND,Gujarāt,,6538000,1356758738
Prayagraj,Prayagraj,25.45,81.85,India,IN,IND,Uttar Pradesh,,5954391,1356718332
Kanpur,Kanpur,24.285,72.6933,India,IN,IND,Gujarāt,,5230000,1356728485
Kanpur,Kanpur,26.4725,80.3311,India,IN,IND,Uttar Pradesh,,4581268,1356575238
Belāhi,Belahi,25.7167,86.4,India,IN,IND,Bihār,,4487379,1356614886
Vadodara,Vadodara,22.3,73.2,India,IN,IND,Gujarāt,,3500000,1356705249
Nādampālaiyam,Nadampalaiyam,11.1793,77.376,India,IN,IND,Tamil Nādu,,3458045,1356163850
Lucknow,Lucknow,26.847,80.947,India,IN,IND,Uttar Pradesh,admin,3382000,1356891790
Kannankulam,Kannankulam,10.4799,76.1131,India,IN,IND,Kerala,,3243170,1356335606
Mahuākherāganj,Mahuakheraganj,29.13,78.95,India,IN,IND,Uttarākhand,,3198982,1356504467
Nagla,Nagla,29.01,79.51,India,IN,IND,Uttarākhand,,3198982,1356327557
Jaipur,Jaipur,26.915,75.82,India,IN,IND,Rājasthān,admin,3073350,1356293537
Kottārasshēri,Kottarassheri,10.6167,76.5333,India,IN,IND,Kerala,,2952254,1356333889
Attadappa,Attadappa,11.85,75.4167,India,IN,IND,Kerala,,2615266,1356069832
Barmhān Kalān,Barmhan Kalan,23.0333,79.0167,India,IN,IND,Madhya Pradesh,,2537000,1356157519
Gorakhpur,Gorakhpur,22.1688,81.6042,India,IN,IND,Chhattīsgarh,,2500000,1356424976
Nāgpur,Nagpur,21.1497,79.0806,India,IN,IND,Mahārāshtra,,2405665,1356365743
Guwāhāti,Guwahati,26.1806,91.7502,India,IN,IND,Assam,,2376654,1356593800
Ghāziābād,Ghaziabad,28.6667,77.4167,India,IN,IND,Uttar Pradesh,,2375820,1356691871
Coimbatore,Coimbatore,11.0008,76.9633,India,IN,IND,Tamil Nādu,,2136916,1356999503
Patna,Patna,25.61,85.1414,India,IN,IND,Bihār,admin,2046652,1356821429
Rājkot,Rajkot,22.2969,70.7984,India,IN,IND,Gujarāt,,2043000,1356317190
Vishākhapatnam,Vishakhapatnam,17.6939,83.2922,India,IN,IND,Andhra Pradesh,,2035922,1356692563
Indore,Indore,22.7186,75.855,India,IN,IND,Madhya Pradesh,,1994397,1356402812
Abhepur,Abhepur,30.6667,76.8333,India,IN,IND,Punjab,,1895686,1356324522
Gumānwāla,Gumanwala,29.9333,77.9,India,IN,IND,Uttarākhand,,1890422,1356018636
Thāne,Thane,19.18,72.9633,India,IN,IND,Mahārāshtra,,1886941,1356681152
Bhopāl,Bhopal,23.25,77.4167,India,IN,IND,Madhya Pradesh,admin,1798218,1356734039
Āgra,Agra,27.18,78.02,India,IN,IND,Uttar Pradesh,,1760285,1356187395
Peyanvilai,Peyanvilai,8.5674,78.1046,India,IN,IND,Tamil Nādu,,1750176,1356214129
Pimpri-Chinchwad,Pimpri-Chinchwad,18.6278,73.8131,India,IN,IND,Mahārāshtra,,1729320,1356475483
Harbatpur,Harbatpur,30.45,77.73,India,IN,IND,Uttarākhand,,1696694,1356707000
Saundhonwāli,Saundhonwali,30.3331,77.9608,India,IN,IND,Uttarākhand,,1696694,1356173755
Ludhiāna,Ludhiana,30.9083,75.8486,India,IN,IND,Punjab,,1618879,1356929498
Meerut,Meerut,28.98,77.7064,India,IN,IND,Uttar Pradesh,,1571434,1356390476
Madurai,Madurai,9.9197,78.1194,India,IN,IND,Tamil Nādu,minor,1561129,1356257289
Nāsik,Nasik,20,73.7833,India,IN,IND,Mahārāshtra,,1486053,1356562598
Farīdābād,Faridabad,28.4167,77.3,India,IN,IND,Haryāna,,1404653,1356013205
Madārpur,Madarpur,26.227,84.6746,India,IN,IND,Bihār,,1367765,1356503810
Najafgarh,Najafgarh,28.6125,76.9847,India,IN,IND,Delhi,,1365152,1356180206
Jabalpur,Jabalpur,23.1667,79.9333,India,IN,IND,Madhya Pradesh,,1267564,1356115460
Madanpur,Madanpur,29.326,79.1537,India,IN,IND,Uttarākhand,,1260078,1356959799
Kamalwaganja Gaur,Kamalwaganja Gaur,29.2117,79.4654,India,IN,IND,Uttarākhand,,1260078,1356364559
Kalyān,Kalyan,19.25,73.15,India,IN,IND,Mahārāshtra,,1246381,1356172246
Āsansol,Asansol,23.6833,86.9667,India,IN,IND,West Bengal,,1243414,1356093694
Vijayavāda,Vijayawada ,16.5167,80.6167,India,IN,IND,Andhra Pradesh,,1230000,1356807575
Vasai-Virar,Vasai-Virar,19.47,72.8,India,IN,IND,Mahārāshtra,,1221233,1356707797
Vārānasi,Varanasi,25.3189,83.0128,India,IN,IND,Uttar Pradesh,,1198491,1356145782
Kalleli,Kalleli,9.2,76.8833,India,IN,IND,Kerala,,1197412,1356160389
Srīnagar,Srinagar,34.0911,74.8061,India,IN,IND,Jammu and Kashmīr,admin,1180570,1356442950
Aurangābād,Aurangabad,19.88,75.32,India,IN,IND,Mahārāshtra,,1175116,1356840670
Dhanbād,Dhanbad,23.7928,86.435,India,IN,IND,Jhārkhand,,1162472,1356103392
Amritsar,Amritsar,31.6269,74.877,India,IN,IND,Punjab,,1159227,1356926507
Hāora,Haora,22.58,88.3294,India,IN,IND,West Bengal,,1077075,1356986516
Rānchi,Ranchi,23.3556,85.3347,India,IN,IND,Jhārkhand,admin,1073440,1356110588
Gwalior,Gwalior,26.2125,78.1775,India,IN,IND,Madhya Pradesh,,1069276,1356363967
Jodhpur,Jodhpur,26.2944,73.0278,India,IN,IND,Rājasthān,,1033918,1356727084
Chandīgarh,Chandigarh,30.7364,76.7883,India,IN,IND,Chandīgarh,admin,1026459,1356739179
Raipur,Raipur,21.2379,81.6337,India,IN,IND,Chhattīsgarh,admin,1010087,1356374983
Warangal,Warangal,17.9756,79.6011,India,IN,IND,Telangāna,,1005938,1356851618
Kota,Kota,25.18,75.83,India,IN,IND,Rājasthān,,1001694,1356820310
Bareilly,Bareilly,28.364,79.415,India,IN,IND,Uttar Pradesh,,1000000,1356698199
Solāpur,Solapur,17.6703,75.9011,India,IN,IND,Mahārāshtra,,951558,1356314385
Hubli,Hubli,15.3108,75.0925,India,IN,IND,Karnātaka,,943788,1356422270
Mysore,Mysore,12.3086,76.6531,India,IN,IND,Karnātaka,,920550,1356779323
Trichinopoly,Trichinopoly,10.8269,78.6928,India,IN,IND,Tamil Nādu,,916857,1356884472
Morādābād,Moradabad,28.8389,78.7769,India,IN,IND,Uttar Pradesh,,887871,1356269375
Tiruppūr,Tiruppur,11.1075,77.3398,India,IN,IND,Tamil Nādu,,877778,1356539761
Jāmnagar,Jamnagar,22.47,70.07,India,IN,IND,Gujarāt,,877000,1356104995
Gurgaon,Gurgaon,28.4667,77.0333,India,IN,IND,Haryāna,,876824,1356836043
Alīgarh,Aligarh,27.88,78.08,India,IN,IND,Uttar Pradesh,,874408,1356076391
Jalandhar,Jalandhar,31.3256,75.5792,India,IN,IND,Punjab,,873725,1356494816
Bhubaneshwar,Bhubaneshwar,20.295,85.825,India,IN,IND,Odisha,admin,837737,1356140143
Bhayandar,Bhayandar,19.3,72.85,India,IN,IND,Mahārāshtra,,814655,1356019118
Narela,Narela,28.85,77.1,India,IN,IND,Delhi,,809913,1356542019
Shīshgarh,Shishgarh,28.72,79.32,India,IN,IND,Uttar Pradesh,,753815,1356494610
Thiruvananthapuram,Thiruvananthapuram,8.4875,76.9525,India,IN,IND,Kerala,admin,743691,1356024354
Dispur,Dispur,26.15,91.77,India,IN,IND,Assam,admin,734577,1356960169
Durgāpur,Durgapur,23.55,87.32,India,IN,IND,West Bengal,,726000,1356045686
Bhiwandi,Bhiwandi,19.3,73.0667,India,IN,IND,Mahārāshtra,,709665,1356763571
Sahāranpur,Saharanpur,29.964,77.546,India,IN,IND,Uttar Pradesh,,705478,1356139858
Shiliguri,Shiliguri,26.72,88.42,India,IN,IND,West Bengal,,701489,1356724691
Āvadi,Avadi,13.1147,80.1098,India,IN,IND,Tamil Nādu,,695000,1356009111
Salem,Salem,11.65,78.1667,India,IN,IND,Tamil Nādu,,693236,1356567087
Jui,Jui,29.67,78.9098,India,IN,IND,Uttarākhand,,687271,1356963462
Amāldu,Amaldu,29.9333,78.5333,India,IN,IND,Uttarākhand,,687271,1356704923
Kimsar,Kimsar,34.5,74.5333,India,IN,IND,Jammu and Kashmīr,,687271,1356083629
Sindūri,Sinduri,30.7167,77.15,India,IN,IND,Himāchal Pradesh,,687271,1356353206
Kochi,Kochi,9.9667,76.2833,India,IN,IND,Kerala,,677381,1356707865
Gorakhpur,Gorakhpur,26.7611,83.3667,India,IN,IND,Uttar Pradesh,,673446,1356190221
Guntūr,Guntur,16.3,80.45,India,IN,IND,Andhra Pradesh,,670073,1356374905
Karaikandi,Karaikandi,24.8309,92.6143,India,IN,IND,Assam,,659260,1356669973
Bhāvnagar,Bhavnagar,21.7745,72.1525,India,IN,IND,Gujarāt,,643382,1356982375
Noida,Noida,28.57,77.32,India,IN,IND,Uttar Pradesh,,637272,1356002491
Bhāngar,Bhangar,22.58,88.42,India,IN,IND,West Bengal,,632107,1356177796
Jamshedpur,Jamshedpur,22.8,86.1833,India,IN,IND,Jhārkhand,,629659,1356501259
Bhilai,Bhilai,21.21,81.38,India,IN,IND,Chhattīsgarh,,625700,1356098574
Mangalore,Mangalore,12.8717,74.8425,India,IN,IND,Karnātaka,,623841,1356972351
Chitāi,Chitai,24.0167,79.1333,India,IN,IND,Madhya Pradesh,,622506,1356109802
Khatyāri,Khatyari,29.5944,79.6418,India,IN,IND,Uttarākhand,,622506,1356276147
Dhaulra,Dhaulra,29.67,79.577,India,IN,IND,Uttarākhand,,622506,1356658677
Bihtā,Bihta,25.5731,84.8358,India,IN,IND,Bihār,,617427,1356234338
Calicut,Calicut,11.2478,75.7803,India,IN,IND,Kerala,minor,609224,1356010401
Cuttack,Cuttack,20.45,85.8667,India,IN,IND,Odisha,,606007,1356872061
Salīmpur,Salimpur,26.3,83.9167,India,IN,IND,Uttar Pradesh,,604483,1356110964
Tumkūr,Tumkur,13.3422,77.1017,India,IN,IND,Karnātaka,,599078,1356033724
Pandharpur,Pandharpur,17.67,75.33,India,IN,IND,Mahārāshtra,,583926,1356852072
Dehra Dūn,Dehra Dun,30.318,78.029,India,IN,IND,Uttarākhand,admin,578420,1356970407
Mālegaon,Malegaon,20.5497,74.5347,India,IN,IND,Mahārāshtra,,576642,1356113556
Premnagar,Premnagar,30.3331,77.9608,India,IN,IND,Uttarākhand,,574840,1356476858
Lachhman Garhi,Lachhman Garhi,30.3164,77.9886,India,IN,IND,Uttarākhand,,574840,1356765845
Tiparpur,Tiparpur,30.3707,77.7757,India,IN,IND,Uttarākhand,,574840,1356995373
Bokaro Steel City,Bokaro Steel City,23.67,86.15,India,IN,IND,Jhārkhand,,563417,1356201241
Kolhāpur,Kolhapur,16.7,74.2333,India,IN,IND,Mahārāshtra,,561489,1356110593
Nava Raipur,Nava Raipur,21.161,81.787,India,IN,IND,Chhattīsgarh,,560000,1356090025
Raurkela,Raurkela,22.2492,84.8828,India,IN,IND,Odisha,,552970,1356096816
Morbi,Morbi,22.8167,70.8333,India,IN,IND,Gujarāt,,552801,1356746232
Morbi,Morbi,32.336,76.0601,India,IN,IND,Himāchal Pradesh,,552801,1356721126
Ajmer,Ajmer,26.468,74.639,India,IN,IND,Rājasthān,,551101,1356058258
Nānded,Nanded,19.15,77.3333,India,IN,IND,Mahārāshtra,,550439,1356722310
Amrāvati,Amravati,20.9333,77.75,India,IN,IND,Mahārāshtra,,549370,1356462099
Nellore,Nellore,14.4333,79.9667,India,IN,IND,Andhra Pradesh,,547621,1356280972
Gulbarga,Gulbarga,17.3333,76.8333,India,IN,IND,Karnātaka,,533587,1356091187
Bīkaner,Bikaner,28.0181,73.3169,India,IN,IND,Rājasthān,,529007,1356026593
Agartala,Agartala,23.8333,91.2667,India,IN,IND,Tripura,admin,522613,1356148992
Chandrapur,Chandrapur,19.95,79.3,India,IN,IND,Mahārāshtra,,518000,1356592607
Sūrappattu,Surappattu,13.3359,79.8726,India,IN,IND,Tamil Nādu,,517589,1356881911
Loni,Loni,28.75,77.28,India,IN,IND,Uttar Pradesh,,516082,1356528413
Ujjain,Ujjain,23.1828,75.7772,India,IN,IND,Madhya Pradesh,,515215,1356050735
Orai,Orai,25.98,79.47,India,IN,IND,Uttar Pradesh,,515000,1356928689
Jhānsi,Jhansi,25.4486,78.5696,India,IN,IND,Uttar Pradesh,,507000,1356712664
Ulhāsnagar,Ulhasnagar,19.2167,73.15,India,IN,IND,Mahārāshtra,,506098,1356375341
Jammu,Jammu,32.7333,74.85,India,IN,IND,Jammu and Kashmīr,admin,502197,1356491738
Tuticorin,Tuticorin,8.7833,78.1333,India,IN,IND,Tamil Nādu,,500000,1356751023
Purnea,Purnea,25.78,87.47,India,IN,IND,Bihār,,496830,1356486511
Muzaffarnagar,Muzaffarnagar,29.4994,78.499,India,IN,IND,Uttar Pradesh,,494792,1356449923
Karīmnagar,Karimnagar,18.4367,79.1322,India,IN,IND,Telangāna,,493997,1356578937
Belgaum,Belgaum,15.8569,74.5044,India,IN,IND,Karnātaka,,488157,1356390535
Vellore,Vellore,12.9333,79.1333,India,IN,IND,Tamil Nādu,,484690,1356977661
Dewal Thal,Dewal Thal,29.7,80.2167,India,IN,IND,Uttarākhand,,483439,1356345679
Jamtola,Jamtola,29.7562,80.0339,India,IN,IND,Uttarākhand,,483439,1356041866
Bārdoli,Bardoli,21.12,73.12,India,IN,IND,Gujarāt,,475963,1356054525
Gaya,Gaya,24.75,85.0167,India,IN,IND,Bihār,,474093,1356045727
Ambattūr,Ambattur,13.0983,80.1622,India,IN,IND,Tamil Nādu,,466205,1356685959
Jūnāgadh,Junagadh,21.52,70.47,India,IN,IND,Gujarāt,,465000,1356057451
Jalgaon,Jalgaon,21.0167,75.5667,India,IN,IND,Mahārāshtra,,460468,1356734842
Chhatarpur,Chhatarpur,24.9177,79.5887,India,IN,IND,Madhya Pradesh,,459943,1356776353
Kurnool,Kurnool,15.8222,78.035,India,IN,IND,Andhra Pradesh,,457633,1356058372
Udaipur,Udaipur,24.5833,73.6833,India,IN,IND,Rājasthān,,451100,1356266094
Mathura,Mathura,27.4924,77.6737,India,IN,IND,Uttar Pradesh,,441894,1356066081
Sāngli,Sangli,16.8667,74.5667,India,IN,IND,Mahārāshtra,,436639,1356921375
Davangere,Davangere,14.4667,75.9167,India,IN,IND,Karnātaka,,435125,1356445061
Mothīhāri,Mothihari,26.65,84.9167,India,IN,IND,Bihār,,426158,1356540032
Akola,Akola,20.7333,77,India,IN,IND,Mahārāshtra,,425817,1356089496
Bettiah,Bettiah,26.8022,84.4986,India,IN,IND,Bihār,,414453,1356590604
Shorāpur,Shorapur,16.52,76.75,India,IN,IND,Karnātaka,,412291,1356512373
Tinnevelly,Tinnevelly,8.7289,77.7081,India,IN,IND,Tamil Nādu,,411298,1356037155
Bellary,Bellary,15.142,76.924,India,IN,IND,Karnātaka,,410445,1356209152
Bhāgalpur,Bhagalpur,25.25,87.0167,India,IN,IND,Bihār,,410210,1356760990
Patiāla,Patiala,30.5667,76.6333,India,IN,IND,Punjab,,406192,1356458416
Salt Lake City,Salt Lake City,22.61,88.4,India,IN,IND,West Bengal,,403316,1356720205
Etāwa,Etawa,24.18,78.2,India,IN,IND,Madhya Pradesh,,402678,1356950925
Quilon,Quilon,8.8853,76.5864,India,IN,IND,Kerala,,397419,1356304110
Mulangodi,Mulangodi,9,76.6167,India,IN,IND,Kerala,,397419,1356160605
Munro Turuttu,Munro Turuttu,8.9884,76.5737,India,IN,IND,Kerala,,397419,1356163281
Karūr,Karur,10.96,78.075,India,IN,IND,Tamil Nādu,,394719,1356837900
Muzaffarnagar,Muzaffarnagar,29.4708,77.7033,India,IN,IND,Uttar Pradesh,,392768,1356592356
Bairia,Bairia,25.7583,84.1489,India,IN,IND,Uttar Pradesh,,386745,1356189784
Bhātpāra,Bhatpara,22.8664,88.4011,India,IN,IND,West Bengal,,386019,1356022456
Sirūr,Sirur,18.8275,74.3747,India,IN,IND,Mahārāshtra,,385414,1356926718
Kākināda,Kakinada,16.9333,82.2167,India,IN,IND,Andhra Pradesh,,384182,1356573609
Pānihāti,Panihati,22.69,88.37,India,IN,IND,West Bengal,,377347,1356118632
Dhūlia,Dhulia,20.9014,74.7775,India,IN,IND,Mahārāshtra,,375559,1356224695
Rohtak,Rohtak,28.9,76.5667,India,IN,IND,Haryāna,,374292,1356162915
Māler Kotla,Maler Kotla,30.5167,75.8833,India,IN,IND,Punjab,,374000,1356847218
Bilāspur,Bilaspur,22.08,82.1556,India,IN,IND,Chhattīsgarh,,365579,1356820491
Korba,Korba,22.3458,82.6964,India,IN,IND,Chhattīsgarh,,365253,1356093877
Kolga,Kolga,22.3978,82.9909,India,IN,IND,Chhattīsgarh,,365253,1356470898
Bhīlwāra,Bhilwara,25.35,74.6333,India,IN,IND,Rājasthān,,359483,1356077831
Sīkar,Sikar,27.6119,75.1397,India,IN,IND,Rājasthān,,359293,1356163729
Sasarām,Sasaram,24.95,84.03,India,IN,IND,Bihār,,358283,1356061200
Brahmapur,Brahmapur,19.32,84.78,India,IN,IND,Odisha,,355823,1356569354
Ahmadnagar,Ahmadnagar,19.0833,74.7333,India,IN,IND,Mahārāshtra,,350859,1356972679
Shāhjānpur,Shahjanpur,27.8775,79.9086,India,IN,IND,Uttar Pradesh,,346103,1356415439
Khānāpur,Khanapur,15.6394,74.5083,India,IN,IND,Karnātaka,,345839,1356772159
Cuddapah,Cuddapah,14.4667,78.8167,India,IN,IND,Andhra Pradesh,,344893,1356360140
Kovilpatti,Kovilpatti,9.17,77.87,India,IN,IND,Tamil Nādu,,343565,1356026173
Rājahmundry,Rajahmundry,16.9833,81.7833,India,IN,IND,Andhra Pradesh,,341831,1356831716
Alwar,Alwar,27.5667,76.6167,India,IN,IND,Rājasthān,,341422,1356570855
Sambalpur,Sambalpur,21.45,83.9667,India,IN,IND,Odisha,,335761,1356772339
Muzaffarpur,Muzaffarpur,26.12,85.3833,India,IN,IND,Bihār,,333200,1356897425
